CUDEL	CUCONO	CUPROD	CUCNTR	CUUNMS	CUOPER	CUCVFA	CUHAZM	CUIUM	CUFEGL	CUF001
 	10	4554	095	KG 	M	1.0000000	N	KG 	0	                          
 	10	4554	095	LBS	M	1.0000000	N	LBS	0	                          
I	10	7705	065	GAL	M	330.0000000	N	TOT	0	                          
 	10	5000	797	GAL	M	313.0000000	N	TOT	0	                          
I	10	7797	003	GAL	M	330.0000000	N	TOT	0	                          
 	10	7730	669	GAL	M	330.0000000	N	TOT	0	                          
I	10	7730	003	LBS	M	2455.1600000	N	TOT	0	                          
 	10	7730	669	LBS	M	2455.1600000	N	TOT	0	                          
I	10	7380	003	GAL	M	330.0000000	N	TOT	0	                          
 	10	4129	970	GAL	M	260.0000000	N	TOT	0	                          
 	10	7363	667	GAL	M	55.0000000	N	DRM	0	                          
I	10	6319	197	GAL	M	3.7500000	N	CAS	0	                          
I	10	6320	198	GAL	M	3.7500000	N	CAS	0	                          
I	10	4551	669	GAL	M	330.0000000	N	TOT	0	                          
 	10	9135	646	GAL	M	55.0000000	Y	DRM	0	                          
I	10	6321	178	GAL	M	1.5000000	N	CAS	0	                          
I	10	6321	622	GAL	M	55.0000000	N	DRM	0	                          
I	10	6321	053	GAL	M	1.0000000	N	GAL	0	                          
 	10	7382	255	GAL	M	3.0000000	N	CAS	0	                          
I	10	7422	003	GAL	M	330.0000000	N	TOT	0	                          
 	10	7350	209	GAL	M	4.0000000	N	CAS	0	                          
 	10	7350	214	GAL	M	4.0000000	N	CAS	0	                          
 	10	9116	001	LBS	M	1.0000000	N	LBS	0	                          
I	10	7706	003	GAL	M	330.0000000	N	TOT	0	                          
 	10	7287	400	GAL	M	1.0000000	N	GAL	0	                          
I	10	7288	400	GAL	M	1.0000000	N	GAL	0	                          
 	10	7289	400	GAL	M	1.0000000	N	GAL	0	                          
 	10	7287	416	GAL	M	330.0000000	N	GAL	0	                          
 	10	7287	416	TOT	M	1.0000000	N	TOT	0	                          
 	10	7287	667	GAL	M	55.0000000	N	GAL	0	                          
 	10	7287	669	GAL	M	330.0000000	N	GAL	0	                          
 	10	7287	669	TOT	M	1.0000000	N	TOT	0	                          
I	10	7288	416	GAL	M	330.0000000	N	GAL	0	                          
I	10	7288	416	TOT	M	1.0000000	N	TOT	0	                          
I	10	7288	667	GAL	M	55.0000000	N	GAL	0	                          
I	10	7288	669	GAL	M	330.0000000	N	GAL	0	                          
I	10	7288	669	TOT	M	1.0000000	N	TOT	0	                          
 	10	7289	416	GAL	M	330.0000000	N	GAL	0	                          
 	10	7289	416	TOT	M	1.0000000	N	TOT	0	                          
 	10	7289	667	GAL	M	55.0000000	N	GAL	0	                          
 	10	7289	669	GAL	M	330.0000000	N	GAL	0	                          
 	10	7289	669	TOT	M	1.0000000	N	TOT	0	                          
 	10	7536	250	GAL	M	3.0000000	N	CAS	0	                          
I	10	4551	806	GAL	M	313.0000000	N	TOT	0	                          
 	10	4577	095	GAL	M	1.0000000	N	GAL	0	                          
 	10	9302	001	LBS	M	1.0000000	N	LBS	0	                          
 	10	9302	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	1135	669	GAL	M	330.0000000	N	GAL	0	                          
 	10	4120	001	GAL	M	1.0000000	Y	GAL	0	                          
 	10	7930	215	Z10	M	1.0000000	N	Z10	0	                          
 	10	7930	216	Z30	M	1.0000000	N	Z30	0	                          
 	10	7930	217	Z30	M	1.0000000	N	Z30	0	                          
 	10	7930	218	Z30	M	1.0000000	N	Z30	0	                          
 	10	7934	215	Z10	M	1.0000000	N	Z10	0	                          
 	10	7934	218	Z30	M	1.0000000	N	Z30	0	                          
 	10	7934	216	Z30	M	1.0000000	N	Z30	0	                          
 	10	7934	217	Z30	M	1.0000000	N	Z30	0	                          
 	10	4111	001	KG 	M	1.0000000	Y	KG 	0	                          
I	10	7179	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	7196	400	GAL	M	1.0000000	N	GAL	0	                          
 	10	4321	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	9211	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	4573	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7936	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7936	256	GAL	M	330.0000000	N	TOT	0	                          
 	10	7935	230	Z11	M	1.0000000	N	Z11	0	                          
 	10	7935	231	Z29	M	1.0000000	N	Z29	0	                          
 	10	7935	232	Z29	M	1.0000000	N	Z29	0	                          
 	10	7935	233	Z29	M	1.0000000	N	Z29	0	                          
 	10	7935	234	Z29	M	1.0000000	N	Z29	0	                          
 	10	7935	237	Z11	M	1.0000000	N	Z11	0	                          
 	10	7935	238	Z29	M	1.0000000	N	Z29	0	                          
 	10	7935	239	Z29	M	1.0000000	N	Z29	0	                          
 	10	7935	240	Z29	M	1.0000000	N	Z29	0	                          
 	10	7935	241	Z29	M	1.0000000	N	Z29	0	                          
 	10	7935	244	Z11	M	1.0000000	N	Z11	0	                          
 	10	7935	245	Z29	M	1.0000000	N	Z29	0	                          
 	10	7935	246	Z29	M	1.0000000	N	Z29	0	                          
 	10	7935	247	Z29	M	1.0000000	N	Z29	0	                          
I	10	7935	248	Z29	M	1.0000000	N	Z29	0	                          
 	10	7935	252	Z11	M	1.0000000	N	Z11	0	                          
 	10	7935	254	GAL	M	55.0000000	N	DRM	0	                          
I	10	6311	195	CAS	M	3.7500000	N	CAS	0	                          
I	10	6311	195	GAL	M	3.7500000	N	CAS	0	                          
 	10	7937	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7937	256	GAL	M	330.0000000	N	TOT	0	                          
 	10	4554	931	GAL	M	1.0000000	N	GAL	0	                          
 	10	4554	931	LBS	M	7.9998000	N	LBS	0	                          
 	10	5000	933	GAL	M	5.0000000	N	GAL	0	                          
 	10	5000	933	LBS	M	42.3500000	N	LBS	0	                          
 	10	7930	270	Z10	M	1.0000000	N	Z10	0	                          
 	10	7930	271	Z30	M	1.0000000	N	Z30	0	                          
 	10	7930	272	Z30	M	1.0000000	N	Z30	0	                          
 	10	7930	273	Z30	M	1.0000000	N	Z30	0	                          
 	10	0386	931	GAL	M	1.0000000	N	GAL	0	                          
 	10	4586	932	GAL	M	5.0000000	N	GAL	0	                          
 	10	4586	932	LBS	M	41.8000000	N	DRM	0	                          
 	10	4586	933	GAL	M	5.0000000	N	GAL	0	                          
 	10	4586	933	LBS	M	41.8000000	N	DRM	0	                          
 	10	7350	931	GAL	M	1.0000000	N	GAL	0	                          
I	10	6893	931	GAL	M	1.0000000	N	GAL	0	                          
 	10	4131	931	GAL	M	1.0000000	N	GAL	0	                          
 	10	4129	931	GAL	M	1.0000000	N	GAL	0	                          
I	10	4327	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	4577	931	GAL	M	1.0000000	N	GAL	0	                          
 	10	7930	242	Z30	M	1.0000000	N	Z30	0	                          
 	10	4315	931	GAL	M	1.0000000	N	GAL	0	                          
I	10	7937	251	GAL	M	330.0000000	N	TOT	0	                          
 	10	4459	931	GAL	M	1.0000000	N	GAL	0	                          
 	10	4670	931	GAL	M	1.0000000	N	GAL	0	                          
 	10	7938	261	Z25	M	1.0000000	N	Z25	0	                          
 	10	7938	262	Z25	M	1.0000000	N	Z25	0	                          
 	10	7938	263	Z25	M	1.0000000	N	Z25	0	                          
 	10	7938	264	GAL	M	330.0000000	N	TOT	0	                          
I	10	7508	740	GAL	M	1.0000000	N	GAL	0	                          
 	10	7744	740	GAL	M	1.0000000	N	GAL	0	                          
I	10	7745	740	GAL	M	1.0000000	N	GAL	0	                          
I	10	7746	740	GAL	M	1.0000000	N	GAL	0	                          
D	10	7787	740	GAL	M	1.0000000	N	GAL	0	                          
D	10	7788	740	GAL	M	1.0000000	N	GAL	0	                          
D	10	7789	740	GAL	M	1.0000000	N	GAL	0	                          
D	10	7790	740	GAL	M	1.0000000	N	GAL	0	                          
D	10	7791	740	GAL	M	1.0000000	N	GAL	0	                          
D	10	7792	740	GAL	M	1.0000000	N	GAL	0	                          
 	10	8201	931	GAL	M	1.0000000	N	GAL	0	                          
 	10	4111	931	GAL	M	1.0000000	N	GAL	0	                          
 	10	4570	931	GAL	M	1.0000000	N	GAL	0	                          
 	10	4571	931	GAL	M	1.0000000	N	GAL	0	                          
I	10	7424	559	GAL	M	5.0000000	N	PAL	0	                          
I	10	7424	559	PAL	M	1.0000000	N	PAL	0	                          
 	10	7939	257	GAL	M	330.0000000	N	TOT	0	                          
 	10	1101	931	GAL	M	1.0000000	N	GAL	0	                          
 	10	4312	931	GAL	M	1.0000000	N	GAL	0	                          
 	10	4318	931	GAL	M	1.0000000	N	GAL	0	                          
 	10	4129	932	GAL	M	5.0000000	N	GAL	0	                          
 	10	4555	653	LBS	M	397.0000000	N	DRM	0	                          
 	10	4318	933	GAL	M	5.0000000	N	PAL	0	                          
 	10	4315	933	GAL	M	5.0000000	N	PAL	0	                          
 	10	4451	932	GAL	M	5.0000000	N	PAL	0	                          
 	10	4451	932	LBS	M	34.3000000	N	PAL	0	                          
 	10	4608	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	5000	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	7919	931	GAL	M	1.0000000	N	PAL	0	                          
I	10	7423	931	GAL	M	1.0000000	N	GAL	0	                          
 	10	PD21	   	ECH	M	1.0000000	N	ECH	13000000	                          
 	10	PQ02	   	ECH	M	1.0000000	N	ECH	13000000	                          
 	10	4555	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	7190	931	GAL	M	1.0000000	N	GAL	0	                          
 	10	7730	931	GAL	M	1.0000000	N	GAL	0	                          
 	10	7127	931	GAL	M	1.0000000	N	GAL	0	                          
 	10	7129	931	GAL	M	1.0000000	N	GAL	0	                          
 	10	7735	931	GAL	M	1.0000000	N	GAL	0	                          
 	10	4451	931	GAL	M	1.0000000	N	GAL	0	                          
 	10	7200	931	GAL	M	1.0000000	N	GAL	0	                          
 	10	7064	931	GAL	M	1.0000000	N	GAL	0	                          
 	10	F618	   	ECH	M	1.0000000	N	ECH	13000000	                          
 	10	1103	400	GAL	M	1.0000000	N	GAL	0	                          
 	10	1103	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	4306	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	4316	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	4454	932	GAL	M	5.0000000	N	PAL	0	                          
 	10	D411	   	ECH	M	1.0000000	N	ECH	13910003	                          
 	10	4459	932	GAL	M	5.0000000	N	PAL	0	                          
I	10	4551	932	GAL	M	5.0000000	N	PAL	0	                          
I	10	7196	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	7177	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	7191	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	7193	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	7143	931	GAL	M	1.0000000	N	PAL	0	                          
I	10	7166	631	GAL	M	1.0000000	N	PAL	0	                          
 	10	7168	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	4313	931	GAL	M	1.0000000	N	PAL	0	                          
I	10	7704	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	7705	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	7706	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	7030	258	GAL	M	3.0000000	N	CAS	0	                          
I	10	7196	288	GAL	M	5.0000000	N	PAL	0	                          
I	10	7196	289	GAL	M	55.0000000	N	DRM	0	                          
I	10	7196	290	GAL	M	330.0000000	N	TOT	0	                          
I	10	7194	288	GAL	M	5.0000000	N	PAL	0	                          
I	10	7194	289	GAL	M	55.0000000	N	DRM	0	                          
I	10	7194	290	GAL	M	330.0000000	N	TOT	0	                          
 	10	4129	199	GAL	M	4.0000000	N	CAS	0	                          
I	10	7194	291	GAL	M	5.0000000	N	PAL	0	                          
I	10	7194	292	GAL	M	55.0000000	N	DRM	0	                          
I	10	7194	293	GAL	M	330.0000000	N	TOT	0	                          
I	10	7196	291	GAL	M	5.0000000	N	PAL	0	                          
I	10	7196	292	GAL	M	55.0000000	N	DRM	0	                          
I	10	7196	293	GAL	M	330.0000000	N	TOT	0	                          
 	10	4118	646	LBS	M	370.0000000	N	DRM	0	                          
 	10	4310	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	7277	667	QTS	M	220.0000000	N	DRM	0	                          
 	10	4115	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	4118	931	GAL	M	1.0000000	N	PAL	0	                          
I	10	4129	199	CAS	M	1.0000000	N	CAS	0	                          
 	10	4618	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	4586	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	K812	   	ECH	M	1.0000000	N	ECH	13000000	                          
 	10	K816	   	ECH	M	1.0000000	N	ECH	13000000	                          
I	10	7348	022	GAL	M	1.0000000	N	GAL	0	                          
 	10	7539	931	GAL	M	1.0000000	N	PAL	0	                          
I	10	7542	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	7542	931	GAL	M	1.0000000	N	PAL	0	                          
I	10	7792	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	4317	931	GAL	M	1.0000000	N	PAL	0	                          
I	10	4556	931	GAL	M	1.0000000	N	GAL	0	                          
I	10	6312	203	GAL	M	3.7500000	N	CAS	0	                          
I	10	6314	200	GAL	M	3.7500000	N	CAS	0	                          
 	10	4324	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	4324	933	GAL	M	5.0000000	N	PAL	0	                          
 	10	1128	938	GAL	M	1.0000000	Y	PAL	0	                          
I	10	6317	184	GAL	M	1.5000000	N	CAS	0	                          
 	10	4454	931	GAL	M	1.0000000	N	GAL	0	                          
 	10	4301	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	1271	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	4617	931	GAL	M	1.0000000	N	PAL	0	                          
I	10	4617	933	GAL	M	5.0000000	N	PAL	0	                          
 	10	5000	799	LBS	M	2650.0000000	N	LBS	0	                          
 	10	5000	799	GAL	M	313.0000000	N	GAL	0	                          
 	10	PZ70	   	ECH	M	1.0000000	N	ECH	13000000	                          
 	10	7287	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	4577	933	GAL	M	5.0000000	N	PAL	0	                          
 	10	4554	932	GAL	M	5.0000000	N	PAL	0	                          
 	10	7393	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	7527	931	GAL	M	1.0000000	N	PAL	0	                          
I	10	4548	669	GAL	M	330.0000000	N	TOT	0	                          
 	10	7148	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7148	096	LI 	M	12.0000000	N	CAS	0	                          
 	10	7148	150	LI 	M	16.0000000	N	CAS	0	                          
 	10	7544	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7544	096	LI 	M	12.0000000	N	CAS	0	                          
 	10	7544	150	LI 	M	16.0000000	N	CAS	0	                          
 	10	7543	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7543	096	LI 	M	12.0000000	N	CAS	0	                          
 	10	7543	150	LI 	M	16.0000000	N	CAS	0	                          
 	10	7149	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7149	096	LI 	M	12.0000000	N	CAS	0	                          
 	10	7149	150	LI 	M	16.0000000	N	CAS	0	                          
 	10	7148	635	GAL	M	55.0000000	N	DRM	0	                          
 	10	7148	787	GAL	M	265.0000000	N	TOT	0	                          
 	10	7544	635	GAL	M	55.0000000	N	DRM	0	                          
 	10	7544	787	GAL	M	265.0000000	N	TOT	0	                          
 	10	7527	787	TOT	M	265.0000000	N	TOT	0	                          
I	10	7543	635	GAL	M	55.0000000	N	DRM	0	                          
I	10	7543	787	GAL	M	1.0000000	N	TOT	0	                          
 	10	7148	582	GAL	M	55.0000000	N	DRM	0	                          
I	10	7148	624	GAL	M	55.0000000	N	DRM	0	                          
 	10	7148	788	GAL	M	330.0000000	N	TOT	0	                          
