CUDEL	CUCONO	CUPROD	CUCNTR	CUUNMS	CUOPER	CUCVFA	CUHAZM	CUIUM	CUFEGL	CUF001
 	10	7141	420	CSQ	M	1.0000000	N	CSQ	0	                          
 	10	7141	420	QTS	M	12.0000000	N	CAS	0	                          
 	10	7141	420	GAL	M	3.0000000	N	CAS	0	                          
 	10	7136	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7136	333	GAL	M	300.0000000	N	TOT	0	                          
 	10	7136	422	GAL	M	55.0000000	N	DRM	0	                          
 	10	7136	427	CSG	M	1.0000000	N	CSG	0	                          
 	10	7136	427	GAL	M	4.0000000	N	CSG	0	                          
 	10	4408	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7935	756	Z13	M	1.0000000	N	Z13	0	                          
 	10	7935	755	Z17	M	1.0000000	N	Z17	0	                          
 	10	7934	754	Z18	M	1.0000000	N	Z18	0	                          
 	10	7934	753	Z12	M	1.0000000	N	Z12	0	                          
 	10	1324	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	1325	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7141	423	GAL	M	275.0000000	N	GAL	0	                          
 	10	7141	423	TOT	M	1.0000000	N	TOT	0	                          
 	10	7138	420	GAL	M	3.0000000	N	CAS	0	                          
I	10	7509	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	7509	689	GAL	M	55.0000000	Y	DRM	0	                          
I	10	4618	001	KG 	M	1.0000000	N	KG 	0	                          
 	10	4618	653	KG 	M	183.2513000	N	DRM	0	                          
I	10	7509	691	GAL	M	5.0000000	N	PAL	0	                          
I	10	7509	693	GAL	M	5.0000000	N	PAL	0	                          
 	10	7291	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7291	400	GAL	M	1.0000000	N	GAL	0	                          
 	10	7291	669	GAL	M	330.0000000	N	GAL	0	                          
 	10	7291	669	TOT	M	1.0000000	N	TOT	0	                          
 	10	7291	667	GAL	M	55.0000000	N	GAL	0	                          
 	10	1324	667	GAL	M	52.0000000	N	DRM	0	                          
I	10	7509	783	GAL	M	1.0000000	N	GAL	0	                          
 	10	1326	001	GAL	M	1.0000000	Y	GAL	0	                          
 	10	1327	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	1328	001	GAL	M	1.0000000	Y	GAL	0	                          
 	10	7928	333	GAL	M	300.0000000	N	TOT	0	                          
 	10	7108	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	7509	333	GAL	M	300.0000000	N	TOT	0	                          
I	10	7509	785	GAL	M	5.0000000	N	CAS	0	                          
 	10	7108	333	GAL	M	300.0000000	N	TOT	0	                          
 	10	7108	420	CSQ	M	1.0000000	N	CSQ	0	                          
 	10	7108	420	GAL	M	3.0000000	N	CAS	0	                          
 	10	7108	420	QTS	M	12.0000000	N	CAS	0	                          
I	10	7509	784	GAL	M	330.0000000	N	TOT	0	                          
I	10	7509	781	GAL	M	55.0000000	N	DRM	0	                          
I	10	7509	786	GAL	M	5.0000000	N	PAL	0	                          
I	10	4316	650	GAL	M	330.0000000	N	TOT	0	                          
I	10	4316	650	LBS	M	2300.0000000	N	TOT	0	                          
 	10	7030	667	GAL	M	55.0000000	N	DRM	0	                          
 	10	7374	400	GAL	M	1.0000000	N	GAL	0	                          
 	10	7374	669	GAL	M	330.0000000	N	TOT	0	                          
 	10	7374	667	GAL	M	55.0000000	N	DRM	0	                          
 	10	1329	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	1330	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7287	820	GAL	M	330.0000000	N	GAL	0	                          
 	10	7287	820	TOT	M	1.0000000	N	TOT	0	                          
 	10	1328	669	GAL	M	330.0000000	N	TOT	0	                          
I	10	7512	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	7513	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	7512	786	GAL	M	5.0000000	N	PAL	0	                          
 	10	7306	931	GAL	M	1.0000000	N	PAL	0	                          
I	10	7515	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	7514	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	7514	786	GAL	M	5.0000000	N	PAL	0	                          
I	10	7514	781	GAL	M	55.0000000	N	DRM	0	                          
 	10	9720	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	4329	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	1331	001	GAL	M	1.0000000	Y	GAL	0	                          
 	10	1332	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7943	845	Z08	M	1.0000000	N	Z08	0	                          
I	10	7948	954	Z09	M	1.0000000	N	Z09	0	                          
I	10	7948	955	Z08	M	1.0000000	N	Z08	0	                          
I	10	7948	956	Z08	M	1.0000000	N	Z08	0	                          
I	10	7948	957	Z08	M	1.0000000	N	Z08	0	                          
 	10	7092	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7091	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7093	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7094	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7093	422	GAL	M	55.0000000	N	DRM	0	                          
 	10	7093	333	GAL	M	300.0000000	N	TOT	0	                          
 	10	7093	420	GAL	M	3.0000000	N	CAS	0	                          
 	10	7093	420	CSQ	M	1.0000000	N	CAS	0	                          
 	10	7093	420	QTS	M	12.0000000	N	CAS	0	                          
 	10	7094	420	GAL	M	3.0000000	N	CAS	0	                          
 	10	7094	420	CSQ	M	1.0000000	N	CSQ	0	                          
 	10	7094	420	QTS	M	12.0000000	N	CAS	0	                          
 	10	7093	423	GAL	M	275.0000000	N	TOT	0	                          
 	10	7092	333	GAL	M	300.0000000	N	TOT	0	                          
 	10	7092	420	CSQ	M	1.0000000	N	CSQ	0	                          
 	10	7092	420	GAL	M	3.0000000	N	CAS	0	                          
 	10	7092	420	QTS	M	12.0000000	N	CAS	0	                          
 	10	7092	422	GAL	M	55.0000000	N	DRM	0	                          
 	10	7091	333	GAL	M	300.0000000	N	TOT	0	                          
 	10	7091	420	CSQ	M	1.0000000	N	CSQ	0	                          
 	10	7091	420	QTS	M	12.0000000	N	CAS	0	                          
 	10	7091	420	GAL	M	3.0000000	N	CAS	0	                          
I	10	7272	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	7368	768	GAL	M	275.0000000	N	TOT	0	                          
I	10	7512	781	GAL	M	55.0000000	N	DRM	0	                          
I	10	7515	786	GAL	M	5.0000000	N	PAL	0	                          
I	10	7513	786	GAL	M	5.0000000	N	PAL	0	                          
 	10	4329	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	7947	931	GAL	M	1.0000000	N	PAL	0	                          
I	10	7550	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7419	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	7552	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	7551	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7090	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	7550	460	GAL	M	1.0000000	N	GAL	0	                          
I	10	7550	481	GAL	M	330.0000000	N	TOT	0	                          
I	10	7550	476	GAL	M	55.0000000	N	DRM	0	                          
I	10	7419	460	GAL	M	1.0000000	N	GAL	0	                          
I	10	7419	481	GAL	M	330.0000000	N	TOT	0	                          
I	10	7419	476	GAL	M	55.0000000	N	DRM	0	                          
I	10	7552	460	GAL	M	1.0000000	N	GAL	0	                          
I	10	7552	481	GAL	M	330.0000000	N	TOT	0	                          
I	10	7552	476	GAL	M	55.0000000	N	DRM	0	                          
I	10	7551	460	GAL	M	1.0000000	N	GAL	0	                          
I	10	7551	481	GAL	M	330.0000000	N	TOT	0	                          
I	10	7551	476	GAL	M	55.0000000	N	DRM	0	                          
I	10	7553	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	7420	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7434	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	7553	460	GAL	M	1.0000000	N	GAL	0	                          
I	10	7553	481	GAL	M	330.0000000	N	TOT	0	                          
I	10	7553	476	GAL	M	55.0000000	N	DRM	0	                          
I	10	7420	460	GAL	M	1.0000000	N	GAL	0	                          
I	10	7420	481	GAL	M	330.0000000	N	TOT	0	                          
I	10	7420	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7434	333	GAL	M	300.0000000	N	TOT	0	                          
 	10	7434	420	GAL	M	3.0000000	N	CAS	0	                          
 	10	7434	420	CSQ	M	1.0000000	N	CSQ	0	                          
 	10	7434	420	QTS	M	12.0000000	N	CAS	0	                          
I	10	7514	785	GAL	M	5.0000000	N	CAS	0	                          
 	10	4392	794	GAL	M	55.0000000	N	DRM	0	                          
 	10	4393	794	GAL	M	55.0000000	N	DRM	0	                          
 	10	4393	669	GAL	M	330.0000000	N	TOT	0	                          
 	10	9001	932	GAL	M	5.0000000	N	PAL	0	                          
 	10	7142	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7142	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7142	464	GAL	M	3.0000000	N	CAS	0	                          
 	10	7143	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7143	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7143	464	GAL	M	3.0000000	N	CSQ	0	                          
 	10	7168	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7168	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7168	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7168	464	GAL	M	3.0000000	N	CSQ	0	                          
 	10	7365	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7365	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7365	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7365	466	CSG	M	1.0000000	N	CSG	0	                          
 	10	7365	466	GAL	M	4.0000000	N	CSG	0	                          
 	10	7424	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7424	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7424	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7424	468	GAL	M	5.0000000	N	PAL	0	                          
 	10	7424	464	GAL	M	3.0000000	N	CSQ	0	                          
 	10	7142	464	CSQ	M	1.0000000	N	CSQ	0	                          
 	10	7142	464	QTS	M	12.0000000	N	CAS	0	                          
 	10	7143	464	CSQ	M	1.0000000	N	CSQ	0	                          
 	10	7143	464	QTS	M	12.0000000	N	CSQ	0	                          
 	10	7168	464	CSQ	M	1.0000000	N	CSQ	0	                          
 	10	7168	464	QTS	M	12.0000000	N	QTS	0	                          
 	10	7424	464	CSQ	M	1.0000000	N	CSQ	0	                          
 	10	7424	464	QTS	M	12.0000000	N	CSQ	0	                          
 	10	7090	424	CAS	M	1.0000000	N	CAS	0	                          
 	10	7090	424	GAL	M	0.7500000	N	CAS	0	                          
 	10	7210	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7210	460	LI 	M	1.0000000	N	LI 	0	                          
 	10	7210	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7210	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7210	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7210	468	GAL	M	5.0000000	N	PAL	0	                          
 	10	7215	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7215	460	LBS	M	1.0000000	N	LBS	0	                          
 	10	7215	460	LI 	M	1.0000000	N	LI 	0	                          
 	10	7215	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7215	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7215	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7215	468	GAL	M	5.0000000	N	PAL	0	                          
 	10	7215	466	CSG	M	1.0000000	N	CSG	0	                          
 	10	7215	466	GAL	M	4.0000000	N	CSG	0	                          
 	10	7215	464	CSQ	M	1.0000000	N	CSQ	0	                          
 	10	7215	464	GAL	M	3.0000000	N	CAS	0	                          
 	10	7210	466	GAL	M	4.0000000	N	CSG	0	                          
 	10	7210	466	CSG	M	1.0000000	N	CSG	0	                          
 	10	7352	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7352	460	LI 	M	1.0000000	N	LI 	0	                          
 	10	7352	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7352	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7352	468	GAL	M	5.0000000	N	PAL	0	                          
 	10	7352	466	GAL	M	4.0000000	N	CSG	0	                          
 	10	7352	466	CSG	M	1.0000000	N	CSG	0	                          
 	10	7710	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7710	460	LBS	M	1.0000000	N	LBS	0	                          
 	10	7710	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7710	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7710	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7710	468	GAL	M	5.0000000	N	PAL	0	                          
 	10	7710	466	GAL	M	4.0000000	N	CSG	0	                          
 	10	7710	466	CSG	M	1.0000000	N	CSG	0	                          
I	10	7352	464	LI 	M	12.0000000	N	CAS	0	                          
 	10	1333	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7220	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	7942	336	Z26	M	1.0000000	N	Z26	0	                          
I	10	7942	336	GAL	M	1.5057100	N	Z26	0	                          
 	10	7374	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7220	750	GAL	M	1.0000000	N	GAL	0	                          
 	10	7220	749	GAL	M	5.0000000	N	PAL	0	                          
 	10	7220	749	PAL	M	1.0000000	N	PAL	0	                          
 	10	7352	747	GAL	M	5.0000000	N	PAL	0	                          
 	10	7352	747	LI 	M	18.9270600	N	PAL	0	                          
 	10	7391	747	GAL	M	5.0000000	N	PAL	0	                          
 	10	7391	747	LI 	M	18.9270600	N	PAL	0	                          
 	10	7391	747	PAL	M	1.0000000	N	PAL	0	                          
 	10	7392	747	GAL	M	5.0000000	N	PAL	0	                          
 	10	7392	747	LI 	M	18.9270600	N	PAL	0	                          
 	10	7392	747	PAL	M	1.0000000	N	PAL	0	                          
 	10	7552	498	GAL	M	330.0000000	N	TOT	0	                          
 	10	7552	477	GAL	M	55.0000000	N	DRM	0	                          
 	10	7552	493	CSQ	M	1.0000000	N	CSQ	0	                          
 	10	7552	493	GAL	M	3.0000000	N	CSQ	0	                          
 	10	7552	493	QTS	M	12.0000000	N	CSQ	0	                          
 	10	7551	498	GAL	M	330.0000000	N	TOT	0	                          
 	10	7551	477	GAL	M	55.0000000	N	DRM	0	                          
 	10	7551	493	CSQ	M	1.0000000	N	CSQ	0	                          
 	10	7551	493	GAL	M	3.0000000	N	CSQ	0	                          
 	10	7551	493	QTS	M	12.0000000	N	CSQ	0	                          
 	10	7550	498	GAL	M	330.0000000	N	TOT	0	                          
 	10	7550	477	GAL	M	55.0000000	N	DRM	0	                          
 	10	7550	493	CSQ	M	1.0000000	N	CSQ	0	                          
 	10	7550	493	GAL	M	3.0000000	N	CSQ	0	                          
 	10	7550	493	QTS	M	12.0000000	N	CSQ	0	                          
 	10	7553	498	GAL	M	330.0000000	N	TOT	0	                          
 	10	7553	477	GAL	M	55.0000000	N	DRM	0	                          
 	10	7553	493	CSQ	M	1.0000000	N	CSQ	0	                          
 	10	7553	493	QTS	M	12.0000000	N	CSQ	0	                          
 	10	7553	493	GAL	M	3.0000000	N	CSQ	0	                          
 	10	7420	498	GAL	M	330.0000000	N	TOT	0	                          
I	10	7420	496	TOT	M	1.0000000	N	TOT	0	                          
 	10	7420	477	GAL	M	55.0000000	N	DRM	0	                          
I	10	7420	477	DRM	M	1.0000000	N	DRM	0	                          
 	10	7420	493	GAL	M	3.0000000	N	CAS	0	                          
 	10	7419	477	GAL	M	55.0000000	N	DRM	0	                          
 	10	7419	477	DRM	M	1.0000000	N	DRM	0	                          
 	10	7419	493	GAL	M	3.0000000	N	CAS	0	                          
 	10	7419	498	TOT	M	330.0000000	N	GAL	0	                          
 	10	7419	498	GAL	M	330.0000000	N	GAL	0	                          
 	10	7064	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7064	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7064	476	DRM	M	1.0000000	N	DRM	0	                          
 	10	7127	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7127	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7127	476	DRM	M	1.0000000	N	DRM	0	                          
 	10	7132	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7132	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7132	476	DRM	M	1.0000000	N	DRM	0	                          
 	10	7351	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7351	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7351	476	DRM	M	1.0000000	N	DRM	0	                          
 	10	7351	468	GAL	M	5.0000000	N	PAL	0	                          
 	10	7351	468	PAL	M	1.0000000	N	PAL	0	                          
 	10	7351	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7351	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7354	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7354	468	GAL	M	5.0000000	N	PAL	0	                          
 	10	7354	468	PAL	M	1.0000000	N	PAL	0	                          
 	10	7354	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7354	476	DRM	M	1.0000000	N	DRM	0	                          
 	10	7354	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7354	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7355	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7355	468	GAL	M	5.0000000	N	PAL	0	                          
 	10	7355	468	PAL	M	1.0000000	N	PAL	0	                          
 	10	7355	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7355	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7355	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7355	476	DRM	M	1.0000000	N	DRM	0	                          
 	10	7356	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7356	468	GAL	M	5.0000000	N	PAL	0	                          
 	10	7356	468	PAL	M	1.0000000	N	PAL	0	                          
 	10	7356	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7356	476	DRM	M	1.0000000	N	DRM	0	                          
 	10	7356	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7356	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7727	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7727	428	GAL	M	3.0000000	N	CAS	0	                          
 	10	7727	428	CAS	M	1.0000000	N	CAS	0	                          
 	10	7727	333	GAL	M	300.0000000	N	TOT	0	                          
 	10	7374	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7374	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7374	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7767	500	GAL	M	1.0000000	N	GAL	0	                          
 	10	7767	500	LBS	M	1.0000000	N	LBS	0	                          
 	10	7767	498	GAL	M	330.0000000	N	TOT	0	                          
I	10	7767	477	LBS	M	400.0000000	N	DRM	0	                          
 	10	7767	494	GAL	M	3.0000000	N	CAS	0	                          
 	10	7767	498	LBS	M	2641.7200000	N	TOT	0	                          
I	10	7767	494	LBS	M	24.1000000	N	CAS	0	                          
 	10	7767	495	LBS	M	400.0000000	N	DRM	0	                          
I	10	4557	001	LBS	M	1.0000000	Y	LBS	0	                          
 	10	7320	757	GAL	M	5.0000000	N	PAL	0	                          
 	10	7320	758	GAL	M	5.0000000	N	PAL	0	                          
 	10	7320	758	LI 	M	18.9200000	N	PAL	0	                          
 	10	7352	468	PAL	M	1.0000000	N	PAL	0	                          
 	10	8550	933	GAL	M	5.0000000	N	PAL	0	                          
 	10	1300	933	GAL	M	5.0000000	N	PAL	0	                          
 	10	7424	468	PAL	M	1.0000000	N	PAL	0	                          
 	10	7377	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7380	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7380	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7380	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7380	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7380	468	GAL	M	5.0000000	N	PAL	0	                          
 	10	7381	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7381	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7381	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7381	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7381	468	GAL	M	5.0000000	N	PAL	0	                          
 	10	7382	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7382	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7382	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7382	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7382	468	GAL	M	5.0000000	N	PAL	0	                          
 	10	7177	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7177	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7177	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7177	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7190	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7190	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7191	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7191	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7193	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7193	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7194	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7194	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7377	460	LI 	M	1.0000000	N	LI 	0	                          
 	10	7380	460	LI 	M	1.0000000	N	LI 	0	                          
 	10	7380	468	PAL	M	1.0000000	N	PAL	0	                          
 	10	7381	460	LI 	M	1.0000000	N	LI 	0	                          
 	10	7381	468	PAL	M	1.0000000	N	PAL	0	                          
 	10	7382	460	LI 	M	1.0000000	N	LI 	0	                          
 	10	7382	468	PAL	M	1.0000000	N	PAL	0	                          
 	10	7191	460	LI 	M	1.0000000	N	LI 	0	                          
 	10	7193	460	LI 	M	1.0000000	N	LI 	0	                          
 	10	7193	464	GAL	M	3.0000000	N	GAL	0	                          
 	10	7550	334	GAL	M	330.0000000	N	TOT	0	                          
 	10	7551	334	GAL	M	330.0000000	N	TOT	0	                          
 	10	7552	334	GAL	M	330.0000000	N	TOT	0	                          
 	10	7553	334	GAL	M	330.0000000	N	TOT	0	                          
 	10	7419	334	GAL	M	330.0000000	N	TOT	0	                          
 	10	7420	334	GAL	M	330.0000000	N	TOT	0	                          
 	10	7767	334	GAL	M	330.0000000	N	TOT	0	                          
 	10	7287	933	GAL	M	5.0000000	N	PAL	0	                          
 	10	4459	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	4559	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	4559	001	LBS	M	1.0000000	N	LBS	0	                          
 	10	9710	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7064	460	LI 	M	1.0000000	N	LI 	0	                          
 	10	7424	460	LI 	M	1.0000000	N	LI 	0	                          
 	10	7132	460	LI 	M	1.0000000	N	LI 	0	                          
 	10	7284	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	7291	931	GAL	M	1.0000000	N	PAL	0	                          
 	10	7352	747	PAL	M	1.0000000	N	PAL	0	                          
 	10	4329	933	GAL	M	5.0000000	N	PAL	0	                          
 	10	4329	933	PAL	M	1.0000000	N	PAL	0	                          
 	10	7773	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7773	460	LBS	M	1.0000000	N	LBS	0	                          
 	10	7773	478	LBS	M	400.0000000	N	DRM	0	                          
 	10	7773	469	LBS	M	35.0000000	N	PAL	0	                          
 	10	7774	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7774	460	LBS	M	1.0000000	N	LBS	0	                          
 	10	7774	478	LBS	M	400.0000000	N	DRM	0	                          
 	10	7774	469	LBS	M	35.0000000	N	PAL	0	                          
 	10	7775	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7775	460	LBS	M	1.0000000	N	LBS	0	                          
 	10	7775	478	LBS	M	400.0000000	N	DRM	0	                          
 	10	7775	469	LBS	M	35.0000000	N	PAL	0	                          
 	10	7776	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7776	460	LBS	M	1.0000000	N	LBS	0	                          
 	10	7776	478	LBS	M	400.0000000	N	DRM	0	                          
 	10	7776	469	LBS	M	35.0000000	N	PAL	0	                          
 	10	7777	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7777	460	LBS	M	1.0000000	N	LBS	0	                          
 	10	7777	478	LBS	M	400.0000000	N	DRM	0	                          
 	10	7777	469	LBS	M	35.0000000	N	PAL	0	                          
 	10	7778	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7778	460	LBS	M	1.0000000	N	LBS	0	                          
 	10	7778	478	LBS	M	400.0000000	N	DRM	0	                          
 	10	7778	469	LBS	M	35.0000000	N	PAL	0	                          
 	10	7384	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7384	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7384	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7384	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7384	468	GAL	M	5.0000000	N	PAL	0	                          
 	10	7391	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7391	460	LBS	M	1.0000000	N	LBS	0	                          
 	10	7391	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7391	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7391	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7391	476	DRM	M	1.0000000	N	DRM	0	                          
 	10	7391	468	GAL	M	5.0000000	N	PAL	0	                          
 	10	7391	468	PAL	M	1.0000000	N	PAL	0	                          
 	10	7385	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7385	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7385	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7386	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7386	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7386	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7386	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7392	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7392	460	LBS	M	1.0000000	N	LBS	0	                          
 	10	7392	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7392	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7392	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7393	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7393	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7393	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7545	096	LI 	M	12.0000000	N	CAS	0	                          
 	10	7538	096	LI 	M	12.0000000	N	CAS	0	                          
 	10	7538	150	LI 	M	16.0000000	N	CAS	0	                          
 	10	7253	746	GAL	M	260.0000000	N	TOT	0	                          
 	10	7253	746	TOT	M	1.0000000	N	TOT	0	                          
 	10	7726	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7726	742	GAL	M	4.0000000	N	CSG	0	                          
I	10	7726	742	CAS	M	1.0000000	N	CAS	0	                          
 	10	7545	333	GAL	M	300.0000000	N	TOT	0	                          
I	10	7307	771	GAL	M	55.0000000	N	DRM	0	                          
I	10	7307	771	DRM	M	1.0000000	N	DRM	0	                          
I	10	7307	772	GAL	M	5.0000000	N	PAL	0	                          
I	10	7307	772	PAL	M	1.0000000	N	PAL	0	                          
I	10	7307	773	GAL	M	4.0000000	N	CSG	0	                          
I	10	7307	773	CSG	M	1.0000000	N	CSG	0	                          
