WTDEL	WTCONO	WTPROD	WTCNTR	WTGROS	WTTARE	WTNET	WTGAL	WTF001
 	10	7312	762	420.61	35.00	385.61	55.0000000	                        
 	10	7129	667	433.39	35.00	398.39	55.0000000	                        
 	10	7129	668	39.22	3.00	36.22	5.0000000	                        
 	10	7129	669	2536.55	146.00	2390.55	330.0000000	                        
 	10	7367	762	442.40	35.00	407.40	55.0000000	                        
 	10	7368	762	443.65	35.00	408.65	55.0000000	                        
 	10	7393	762	435.61	35.00	400.61	55.0000000	                        
 	10	7396	762	442.65	35.00	407.65	55.0000000	                        
 	10	7700	762	426.90	35.00	391.90	55.0000000	                        
 	10	5000	972	2797.33	146.00	2651.33	313.0000000	                        
 	10	5000	973	2370.00	125.00	2245.00	265.0000000	                        
 	10	5000	974	2797.33	146.00	2651.33	313.0000000	                        
 	10	7366	762	434.13	35.00	399.13	55.0000000	                        
 	10	7366	768	2141.65	146.00	1995.65	275.0000000	                        
 	10	7354	762	434.87	35.00	399.87	55.0000000	                        
 	10	7355	762	441.13	35.00	406.13	55.0000000	                        
I	10	7362	762	428.80	35.00	393.80	55.0000000	                        
 	10	7709	768	2150.28	146.00	2004.28	275.0000000	                        
 	10	7300	766	37.26	3.00	34.26	5.0000000	                        
 	10	7300	918	411.88	35.00	376.88	55.0000000	                        
I	10	7500	766	39.15	3.00	36.15	5.0000000	                        
I	10	7500	918	432.66	35.00	397.66	55.0000000	                        
 	10	7379	766	39.44	3.00	36.44	5.0000000	                        
I	10	7308	766	39.33	3.00	36.33	5.0000000	                        
 	10	7253	667	432.18	35.00	397.18	55.0000000	                        
 	10	7378	766	39.40	3.00	36.40	5.0000000	                        
 	10	7830	409	50.00	2.00	48.00	5.9800000	                        
 	10	7522	335	20.37	2.00	18.37	2.5400000	                        
I	10	7787	764	435.00	35.00	400.00	55.0000000	                        
I	10	4306	969	1978.00	125.00	1853.00	258.4800000	                        
 	10	4333	931	9.10	2.00	7.10	1.0000000	                        
I	10	7833	410	38.00	2.00	36.00	5.0000000	                        
 	10	7833	409	51.00	3.00	48.00	6.3800000	                        
 	10	7834	410	37.50	2.50	35.00	4.2300000	                        
 	10	7836	410	37.50	2.50	35.00	4.4400000	                        
 	10	7837	410	37.50	2.50	35.00	4.0300000	                        
 	10	2126	668	44.20	2.50	41.70	5.0000000	                        
 	10	7706	768	2129.44	146.00	1983.44	275.0000000	                        
 	10	7835	410	37.50	2.50	35.00	4.4600000	                        
 	10	1914	646	443.71	35.00	408.71	55.0000000	                        
 	10	7357	668	37.81	2.50	35.31	5.0000000	                        
 	10	7942	329	12.45	1.50	10.95	1.5000000	                        
 	10	7942	330	32.19	3.00	29.19	4.0000000	                        
 	10	7942	331	39.49	3.00	36.49	5.0000000	                        
 	10	7942	332	436.36	35.00	401.36	55.0000000	                        
 	10	7543	333	2284.91	146.00	2138.91	300.0000000	                        
 	10	8566	001	1.00	1.00	0.00	1.0000000	                        
 	10	7384	667	437.35	35.00	402.35	55.0000000	                        
 	10	7384	668	39.09	2.50	36.59	5.0000000	                        
 	10	7384	669	2560.08	146.00	2414.08	330.0000000	                        
I	10	7797	668	39.86	2.50	37.36	5.0000000	                        
 	10	4316	933	39.24	2.50	36.74	5.0000000	                        
I	10	4306	934	431.28	37.00	394.28	55.0000000	                        
 	10	7382	931	8.32	1.00	7.32	1.0000000	                        
 	10	7380	931	8.27	1.00	7.27	1.0000000	                        
 	10	7215	931	8.27	1.00	7.27	1.0000000	                        
 	10	7132	931	8.16	1.00	7.16	1.0000000	                        
 	10	7539	669	2588.86	146.00	2442.86	330.0000000	                        
 	10	7541	669	2607.37	146.00	2461.37	330.0000000	                        
 	10	7933	931	8.60	1.00	7.60	1.0000000	                        
 	10	7352	931	8.28	1.00	7.28	1.0000000	                        
 	10	7312	667	420.61	35.00	385.61	55.0000000	                        
 	10	7312	668	38.05	3.00	35.05	5.0000000	                        
 	10	7312	669	2459.66	146.00	2313.66	330.0000000	                        
 	10	7215	933	37.85	1.50	36.35	5.0000000	                        
 	10	7352	933	37.92	1.50	36.42	5.0000000	                        
 	10	1289	931	8.63	1.00	7.63	1.0000000	                        
 	10	4333	933	37.00	1.50	35.50	5.0000000	                        
 	10	7377	040	36.00	3.00	33.00	5.0000000	                        
 	10	7350	390	23.79	2.50	21.29	3.0000000	                        
 	10	7350	391	31.08	3.00	28.08	4.0000000	                        
 	10	1289	646	435.00	35.00	400.00	52.0000000	                        
 	10	1225	931	9.22	2.00	7.22	7.2200000	                        
 	10	5000	975	2370.00	125.00	2245.00	265.0000000	                        
 	10	7947	256	2501.67	146.00	2355.67	330.0000000	                        
I	10	7273	960	2596.54	146.00	2450.54	330.0000000	                        
I	10	7943	743	5.10	1.20	3.90	0.5300000	                        
 	10	7943	744	5.10	1.20	3.90	0.5300000	                        
I	10	6317	560	1993.04	146.00	1847.04	260.0000000	                        
 	10	1293	646	516.26	35.00	481.26	54.0000000	                        
 	10	1294	646	515.90	35.00	480.90	54.0000000	                        
I	10	7273	961	443.42	35.00	408.42	55.0000000	                        
 	10	7710	669	2573.61	146.00	2427.61	330.0000000	                        
 	10	9001	931	8.13	1.50	6.63	1.0000000	                        
 	10	7861	931	9.16	1.50	7.66	1.0000000	                        
 	10	9118	931	8.74	1.50	7.24	1.0000000	                        
 	10	7253	150	33.05	2.50	30.55	4.2300000	                        
 	10	7253	096	24.39	1.50	22.89	3.1700000	                        
 	10	7537	096	24.28	2.00	22.28	3.1700000	                        
 	10	7943	843	15.31	3.60	11.71	1.5900000	                        
 	10	7943	844	15.31	3.60	11.71	1.5900000	                        
 	10	7320	747	39.35	3.00	36.35	5.0000000	                        
 	10	4107	932	33.94	3.00	30.94	5.0000000	                        
 	10	7253	933	8.72	1.50	7.22	5.0000000	                        
 	10	7197	694	445.23	35.00	410.23	55.0000000	                        
 	44	7200	694	441.63	35.00	406.63	55.0000000	                        
 	10	7200	694	441.63	35.00	406.63	55.0000000	                        
I	10	7393	962	2549.65	146.00	2403.65	330.2000000	                        
 	10	4590	931	8.74	1.50	7.24	1.0000000	                        
 	10	1300	667	426.42	35.00	391.42	55.0000000	                        
 	10	1300	669	2494.54	146.00	2348.54	330.0000000	                        
 	10	7261	931	8.35	1.00	7.35	1.0000000	                        
 	10	7710	405	31.23	2.00	29.23	4.0000000	                        
 	10	7795	402	38.00	3.00	35.00	4.7900000	                        
I	10	165V	510	40.00	0.00	40.00	5.0000000	                        
I	10	165V	621	440.00	0.00	440.00	55.0000000	                        
 	10	8571	646	440.00	0.00	440.00	55.0000000	                        
 	10	8568	646	440.00	0.00	440.00	55.0000000	                        
 	10	7534	362	23.85	2.50	21.35	3.0000000	                        
 	10	179V	748	34.04	2.00	32.04	4.0000000	                        
 	10	4102	937	8.99	3.00	5.99	1.0000000	                        
 	10	7701	933	39.63	2.50	37.13	8.0000000	                        
 	10	7776	669	2595.00	146.00	2449.00	330.0000000	                        
 	10	7534	333	2281.04	146.00	2135.04	300.0000000	                        
 	10	7527	335	20.37	2.00	18.37	2.5300000	                        
I	10	6311	931	8.09	1.00	7.09	1.0000000	                        
 	44	7273	963	443.24	35.00	408.24	55.0000000	                        
I	10	7273	963	443.42	35.00	408.42	55.0000000	                        
 	10	7391	964	2036.28	146.00	1890.28	260.0000000	                        
 	10	7132	964	2008.75	146.00	1862.75	260.0000000	                        
 	10	7127	964	2006.48	146.00	1860.48	260.0000000	                        
 	10	7705	933	37.13	1.50	35.63	5.0000000	                        
I	10	4315	669	2531.97	146.00	2385.97	330.0000000	                        
 	10	7715	365	25.03	2.50	22.53	3.0000000	                        
 	10	7715	366	25.03	2.50	22.53	3.0000000	                        
 	10	7701	406	435.00	35.00	400.00	53.8700000	                        
 	10	7701	669	2596.55	146.00	2450.55	330.0000000	                        
 	10	7715	333	1984.98	125.00	1859.98	250.0000000	                        
 	10	7701	667	443.42	35.00	408.42	55.0000000	                        
 	10	7306	667	435.86	35.00	400.86	55.0000000	                        
I	10	7273	962	2596.55	146.00	2450.55	330.0000000	                        
 	10	7799	402	38.00	3.00	35.00	4.8100000	                        
I	10	4462	940	8.49	1.50	6.99	1.0000000	                        
 	10	9717	931	8.49	1.50	6.99	1.0000000	                        
 	10	4310	933	39.24	2.50	36.74	5.0000000	                        
 	10	7799	933	38.85	2.50	36.35	5.0000000	                        
 	10	9210	931	9.04	1.50	7.54	1.0000000	                        
 	10	7101	420	24.43	2.50	21.93	3.0000000	                        
 	10	7943	745	5.10	1.20	3.90	0.5300000	                        
 	10	7354	669	2555.59	146.00	2409.59	330.0000000	                        
 	10	7355	669	2612.06	146.00	2466.06	330.0000000	                        
 	10	7100	420	24.58	2.50	22.08	3.0000000	                        
 	10	7106	420	24.89	2.50	22.39	3.0000000	                        
 	10	7102	420	24.45	2.50	21.95	3.0000000	                        
 	10	7103	420	24.51	2.50	22.01	3.0000000	                        
 	10	7104	420	24.65	2.50	22.15	3.0000000	                        
 	10	7401	436	11.35	1.50	9.85	1.1300000	                        
 	10	7424	437	24.01	2.50	21.51	3.0000000	                        
 	10	7127	437	23.97	2.50	21.47	3.0000000	                        
 	10	7132	436	8.60	0.50	8.10	1.1300000	                        
 	10	7064	437	24.05	2.50	21.55	3.0000000	                        
 	10	7132	437	23.99	2.50	21.49	3.0000000	                        
 	10	7253	434	6.42	1.00	5.42	0.7500000	                        
 	10	7431	435	8.60	0.50	8.10	1.1300000	                        
 	10	7129	437	24.15	2.50	21.65	3.0000000	                        
I	10	4310	667	439.35	35.00	404.35	55.0000000	                        
 	10	7104	933	39.42	2.50	36.92	5.0000000	                        
 	10	9116	931	8.54	1.50	7.04	1.0000000	                        
 	10	9119	931	8.90	1.50	7.40	1.0000000	                        
I	10	1306	646	511.84	35.00	476.84	55.0000000	                        
I	10	1307	646	443.17	35.00	408.17	55.0000000	                        
I	10	1308	646	482.27	35.00	447.27	55.0000000	                        
 	10	1306	667	511.84	35.00	476.84	55.0000000	                        
 	10	1307	667	443.17	35.00	408.17	55.0000000	                        
 	10	1308	667	482.27	35.00	447.27	55.0000000	                        
I	10	7535	306	40.48	3.00	37.48	5.0000000	                        
I	10	7535	365	23.99	1.50	22.49	3.0000000	                        
I	10	7535	366	23.99	1.50	22.49	3.0000000	                        
I	10	7535	664	447.32	35.00	412.32	55.0000000	                        
 	10	7100	333	2354.30	146.00	2208.30	330.0000000	                        
 	10	7100	421	39.81	3.00	36.81	5.0000000	                        
 	10	7100	422	439.86	35.00	404.86	55.0000000	                        
 	10	7101	333	2339.27	146.00	2193.27	300.0000000	                        
 	10	7101	421	39.55	3.00	36.55	5.0000000	                        
 	10	7101	422	439.10	35.00	404.10	55.0000000	                        
 	10	7102	333	2340.62	146.00	2194.62	300.0000000	                        
 	10	7102	421	39.58	3.00	36.58	5.0000000	                        
 	10	7102	422	437.35	35.00	402.35	55.0000000	                        
 	10	7103	333	2347.43	146.00	2201.43	300.0000000	                        
 	10	7103	421	39.69	3.00	36.69	5.0000000	                        
 	10	7103	422	438.60	35.00	403.60	55.0000000	                        
 	10	7104	333	2361.23	146.00	2215.23	300.0000000	                        
 	10	7104	421	39.92	3.00	36.92	5.0000000	                        
 	10	7104	422	441.13	35.00	406.13	55.0000000	                        
 	10	7106	333	2385.05	146.00	2239.05	300.0000000	                        
 	10	7106	421	40.32	3.00	37.32	5.0000000	                        
 	10	7106	422	445.49	35.00	410.49	55.0000000	                        
I	10	7105	420	23.99	1.50	22.49	3.0000000	                        
I	10	7535	367	40.48	3.00	37.48	5.0000000	                        
I	10	7535	368	40.48	3.00	37.48	5.0000000	                        
 	10	1257	668	10.72	3.00	7.72	5.0000000	                        
 	10	7249	422	439.86	35.00	404.86	55.0000000	                        
 	10	4319	931	8.45	1.50	6.95	1.0000000	                        
 	10	7928	395	31.14	2.50	28.64	4.0000000	                        
 	10	7391	668	39.20	3.00	36.20	5.0000000	                        
 	10	7290	931	8.90	1.50	7.40	1.0000000	                        
 	10	7249	931	8.86	1.50	7.36	1.0000000	                        
I	10	6311	721	424.00	0.00	424.00	55.0000000	                        
 	10	7352	405	32.15	3.00	29.15	4.0000000	                        
 	10	7943	845	15.31	3.60	11.71	1.5900000	                        
 	10	7095	333	2337.89	146.00	2191.89	300.0000000	                        
 	10	7095	420	24.42	2.50	21.92	3.0000000	                        
 	10	7095	422	436.85	35.00	401.85	55.0000000	                        
 	10	7099	333	2287.52	146.00	2141.52	300.0000000	                        
 	10	7099	420	23.92	2.50	21.42	3.0000000	                        
 	10	7099	422	427.61	35.00	392.61	55.0000000	                        
 	10	7097	333	2287.52	146.00	2141.52	300.0000000	                        
 	10	7097	420	23.92	2.50	21.42	3.0000000	                        
 	10	7099	423	2109.06	146.00	1963.06	275.0000000	                        
 	10	7098	333	2297.93	146.00	2151.93	300.0000000	                        
 	10	7098	420	24.02	2.50	21.52	3.0000000	                        
 	10	7098	422	429.52	35.00	394.52	55.0000000	                        
 	10	7096	333	2290.10	146.00	2144.10	300.0000000	                        
 	10	7096	420	23.94	2.50	21.44	3.0000000	                        
 	10	7096	422	428.09	35.00	393.09	55.0000000	                        
 	10	7948	931	8.58	1.00	7.58	1.0000000	                        
 	10	7107	424	6.36	1.00	5.36	0.7500000	                        
 	10	7433	420	23.62	2.50	21.12	3.0000000	                        
I	10	7724	622	442.00	442.00	0.00	55.0000000	                        
 	10	7724	583	442.00	442.00	0.00	55.0000000	                        
 	10	7432	333	2254.34	146.00	2108.34	300.0000000	                        
 	10	7432	420	23.58	2.50	21.08	3.0000000	                        
 	10	4306	646	410.45	37.00	373.45	52.0000000	                        
I	10	6314	931	7.06	0.00	7.06	1.0000000	                        
 	10	7350	407	23.56	2.50	21.06	3.0000000	                        
 	10	7948	855	5.22	1.20	4.02	0.5300000	                        
 	10	7948	856	5.22	1.20	4.02	0.5300000	                        
 	10	7948	857	5.22	1.20	4.02	0.5300000	                        
 	10	7948	854	5.22	1.20	4.02	0.5300000	                        
I	10	7948	954	15.66	3.60	12.06	1.5800000	                        
I	10	7948	955	15.60	3.60	12.00	1.5800000	                        
I	10	7948	956	15.60	3.60	12.00	1.5800000	                        
I	10	7948	957	15.60	3.60	12.00	1.5800000	                        
I	10	7933	858	4.87	1.00	3.87	0.5100000	                        
 	10	7933	859	4.87	1.00	3.87	0.5100000	                        
 	10	4124	931	7.84	1.00	6.84	1.0000000	                        
 	10	7107	425	428.09	35.00	393.09	55.0000000	                        
 	10	4303	931	8.63	1.50	7.13	1.0000000	                        
 	10	7776	933	40.11	3.00	37.11	5.0000000	                        
 	10	7724	724	435.00	35.00	400.00	52.3700000	                        
 	10	7130	333	2231.99	146.00	2085.99	300.0000000	                        
 	10	7130	420	23.36	2.50	20.86	3.0000000	                        
 	10	7130	422	417.43	35.00	382.43	55.0000000	                        
 	10	7130	419	23.36	2.50	20.86	3.0000000	                        
 	10	7130	426	2231.99	146.00	2085.99	300.0000000	                        
 	10	7138	333	2290.10	146.00	2144.10	300.0000000	                        
 	10	7141	333	2284.91	146.00	2138.91	300.0000000	                        
 	10	7141	420	23.89	2.50	21.39	3.0000000	                        
 	10	7141	422	427.13	35.00	392.13	55.0000000	                        
 	10	7136	333	2351.57	146.00	2205.57	300.0000000	                        
 	10	7136	422	439.35	35.00	404.35	55.0000000	                        
 	10	7136	427	32.31	2.90	29.41	4.0000000	                        
 	10	7935	756	4.20	1.00	3.20	0.4300000	                        
 	10	7935	755	4.20	1.00	3.20	0.4300000	                        
 	10	7934	754	6.31	1.50	4.81	0.6600000	                        
 	10	7934	753	6.31	1.50	4.81	0.6600000	                        
 	10	7141	423	2106.67	146.00	1960.67	275.0000000	                        
 	10	7138	420	23.44	2.00	21.44	3.0000000	                        
I	10	7509	689	422.22	35.00	387.22	55.0000000	                        
I	10	7509	693	38.20	3.00	35.20	5.0000000	                        
 	10	7291	667	443.42	35.00	408.42	55.0000000	                        
 	10	7291	669	2596.55	146.00	2450.55	330.0000000	                        
 	10	1324	667	482.54	35.00	447.54	52.0000000	                        
 	10	7928	333	2478.00	146.00	2332.00	300.0000000	                        
I	10	7509	333	2337.89	146.00	2191.89	300.0000000	                        
I	10	7509	785	39.53	3.00	36.53	5.0000000	                        
 	10	7108	333	2258.12	146.00	2112.12	300.0000000	                        
 	10	7108	420	23.62	2.50	21.12	3.0000000	                        
I	10	7509	784	2557.08	146.00	2411.08	330.0000000	                        
I	10	7509	781	436.85	35.00	401.85	55.0000000	                        
I	10	7509	786	39.03	2.50	36.53	5.0000000	                        
I	10	4316	650	2570.61	146.00	2424.61	330.0000000	                        
 	10	7030	667	437.59	35.00	402.59	55.0000000	                        
 	10	7374	667	434.38	35.00	399.38	55.0000000	                        
 	10	7374	669	2542.26	146.00	2396.26	330.0000000	                        
 	10	7287	820	2576.65	146.00	2430.65	330.0000000	                        
 	10	1328	669	2803.95	146.00	2657.95	330.0000000	                        
I	10	7512	786	38.65	2.50	36.15	5.0000000	                        
 	10	7306	931	8.79	1.50	7.29	1.0000000	                        
I	10	7514	781	432.42	35.00	397.42	55.0000000	                        
I	10	7514	786	38.63	2.50	36.13	5.0000000	                        
 	10	7093	333	2296.61	146.00	2150.61	300.0000000	                        
 	10	7093	420	24.01	2.50	21.51	3.0000000	                        
 	10	7093	422	429.28	35.00	394.28	55.0000000	                        
 	24	7094	420	24.01	2.50	21.51	3.0000000	                        
 	10	7094	420	21.51	2.50	19.01	3.0000000	                        
 	10	7093	423	2117.39	146.00	1971.39	275.0000000	                        
 	10	7092	333	2295.32	146.00	2149.32	300.0000000	                        
 	10	7092	420	23.99	2.50	21.49	3.0000000	                        
 	10	7092	422	429.04	35.00	394.04	55.0000000	                        
 	10	7091	333	2259.38	146.00	2113.38	300.0000000	                        
 	10	7091	420	23.63	2.50	21.13	3.0000000	                        
I	10	7272	931	8.93	1.50	7.43	1.0000000	                        
 	21	7368	768	2189.42	146.00	2043.42	275.0000000	                        
 	10	7368	768	2189.42	146.00	2043.42	275.0000000	                        
I	10	7512	781	432.66	35.00	397.66	55.0000000	                        
I	10	7515	786	38.50	2.50	36.00	5.0000000	                        
I	10	7513	786	38.83	2.50	36.33	5.0000000	                        
 	10	4329	931	8.57	1.50	7.07	1.0000000	                        
 	10	7947	931	8.64	1.50	7.14	1.0000000	                        
I	10	7550	476	422.68	35.00	387.68	55.0000000	                        
I	10	7550	481	2472.10	146.00	2326.10	330.0000000	                        
I	10	7419	476	422.92	35.00	387.92	55.0000000	                        
I	10	7419	481	2473.49	146.00	2327.49	330.0000000	                        
I	10	7552	476	423.38	35.00	388.38	55.0000000	                        
I	10	7552	481	2476.30	146.00	2330.30	330.0000000	                        
I	10	7551	476	425.72	35.00	390.72	55.0000000	                        
I	10	7551	481	2490.32	146.00	2344.32	330.0000000	                        
I	10	7553	476	424.78	35.00	389.78	55.0000000	                        
I	10	7553	481	2484.68	146.00	2338.68	330.0000000	                        
I	10	7420	476	423.84	35.00	388.84	55.0000000	                        
I	10	7420	481	2479.07	146.00	2333.07	330.0000000	                        
 	10	7434	333	2278.49	146.00	2132.49	300.0000000	                        
 	10	7434	420	23.82	2.50	21.32	3.0000000	                        
I	10	7514	785	39.15	3.00	36.15	5.0000000	                        
 	10	4392	794	430.00	35.00	395.00	55.2000000	                        
 	10	4393	794	427.61	35.00	392.61	55.0000000	                        
 	10	4393	669	2501.67	146.00	2355.67	330.0000000	                        
 	10	9001	932	36.13	3.00	33.13	5.0000000	                        
 	0	9001	932	36.13	3.00	33.13	0.0000000	                        
 	10	7142	464	22.97	1.50	21.47	3.0000000	                        
 	10	7142	476	428.56	35.00	393.56	55.0000000	                        
 	10	7143	464	22.98	1.50	21.48	3.0000000	                        
 	10	7143	476	428.80	35.00	393.80	55.0000000	                        
 	10	7168	464	23.06	1.50	21.56	3.0000000	                        
 	10	7168	476	430.24	35.00	395.24	55.0000000	                        
 	10	7168	481	2517.45	146.00	2371.45	330.0000000	                        
 	10	7365	476	439.86	35.00	404.86	55.0000000	                        
 	10	7365	481	2575.13	146.00	2429.13	330.0000000	                        
 	10	7365	466	32.34	2.90	29.44	4.0000000	                        
 	10	7424	464	23.98	2.50	21.48	3.0000000	                        
 	10	7424	468	38.30	2.50	35.80	5.0000000	                        
 	10	7424	476	428.80	35.00	393.80	55.0000000	                        
 	10	7424	481	2508.80	146.00	2362.80	330.0000000	                        
 	10	7090	424	6.36	1.00	5.36	0.7500000	                        
 	10	7210	468	39.17	3.00	36.17	5.0000000	                        
 	10	7210	476	432.91	35.00	397.91	55.0000000	                        
 	10	7210	481	2533.45	146.00	2387.45	330.0000000	                        
 	10	7215	464	23.78	2.00	21.78	3.0000000	                        
 	10	7215	466	32.05	3.00	29.05	4.0000000	                        
 	10	7215	468	39.31	3.00	36.31	5.0000000	                        
 	10	7215	476	434.38	35.00	399.38	55.0000000	                        
 	10	7215	481	2542.26	146.00	2396.26	330.0000000	                        
 	10	7210	466	31.94	3.00	28.94	4.0000000	                        
 	10	7352	466	32.15	3.00	29.15	4.0000000	                        
 	10	7352	468	39.44	3.00	36.44	5.0000000	                        
 	10	7352	476	435.86	35.00	400.86	55.0000000	                        
 	10	7352	481	2551.14	146.00	2405.14	330.0000000	                        
 	10	7710	466	32.43	3.00	29.43	4.0000000	                        
 	10	7710	468	39.78	3.00	36.78	5.0000000	                        
 	10	7710	476	439.60	35.00	404.60	55.0000000	                        
 	10	7710	481	2573.61	146.00	2427.61	330.0000000	                        
I	10	7942	336	12.47	1.50	10.97	1.5000000	                        
 	10	7374	476	434.38	35.00	399.38	55.0000000	                        
 	10	7220	749	38.56	2.50	36.06	5.0000000	                        
 	10	7352	747	39.44	3.00	36.44	5.0000000	                        
 	10	7391	747	39.20	3.00	36.20	5.0000000	                        
 	10	7392	747	39.20	3.00	36.20	5.0000000	                        
 	10	7552	477	423.38	35.00	388.38	55.0000000	                        
 	10	7552	493	23.68	2.50	21.18	3.0000000	                        
 	10	7552	498	2476.30	146.00	2330.30	330.0000000	                        
 	10	7551	477	425.72	35.00	390.72	55.0000000	                        
 	10	7551	493	23.81	2.50	21.31	3.0000000	                        
 	10	7551	498	2490.32	146.00	2344.32	330.0000000	                        
 	10	7550	477	422.68	35.00	387.68	55.0000000	                        
 	10	7550	493	23.65	2.50	21.15	3.0000000	                        
 	10	7550	498	2472.10	146.00	2326.10	330.0000000	                        
 	10	7553	477	424.78	35.00	389.78	55.0000000	                        
 	10	7553	493	23.76	2.50	21.26	3.0000000	                        
 	10	7553	498	2484.68	146.00	2338.68	330.0000000	                        
 	10	7420	477	423.84	35.00	388.84	55.0000000	                        
 	10	7420	493	21.21	1.50	19.71	3.0000000	                        
 	10	7420	498	2479.07	146.00	2333.07	330.0000000	                        
 	10	7419	477	422.92	35.00	387.92	55.0000000	                        
 	10	7419	498	2473.49	146.00	2327.49	330.0000000	                        
 	10	7419	493	22.66	1.50	21.16	3.0000000	                        
 	10	7064	476	429.52	35.00	394.52	55.0000000	                        
 	10	7127	476	428.33	35.00	393.33	55.0000000	                        
 	10	7132	476	429.04	35.00	394.04	55.0000000	                        
 	10	7351	468	38.41	2.50	35.91	5.0000000	                        
 	10	7351	476	429.99	35.00	394.99	55.0000000	                        
 	10	7351	481	2515.99	146.00	2369.99	330.0000000	                        
 	10	7354	468	39.17	2.50	36.67	5.0000000	                        
 	10	7354	476	438.35	35.00	403.35	55.0000000	                        
 	10	7354	481	2566.09	146.00	2420.09	330.0000000	                        
 	10	7355	468	39.54	2.50	37.04	5.0000000	                        
 	10	7355	476	442.40	35.00	407.40	55.0000000	                        
 	10	7355	481	2590.38	146.00	2444.38	330.0000000	                        
 	10	7356	468	39.91	2.50	37.41	5.0000000	                        
 	10	7356	476	446.53	35.00	411.53	55.0000000	                        
 	10	7356	481	2615.19	146.00	2469.19	330.0000000	                        
 	10	7727	333	2269.52	146.00	2123.52	300.0000000	                        
 	10	7727	428	23.73	2.50	21.23	3.0000000	                        
 	10	7374	481	2542.26	146.00	2396.26	330.0000000	                        
I	10	7767	477	475.28	35.00	440.28	55.0000000	                        
 	10	7767	494	26.10	2.00	24.10	3.0000000	                        
 	10	7767	498	2787.72	146.00	2641.72	330.0000000	                        
 	10	7767	495	435.00	35.00	400.00	56.2500000	                        
 	10	7320	757	39.35	3.00	36.35	5.0000000	                        
 	10	7320	758	39.35	3.00	36.35	5.0000000	                        
 	10	8550	933	37.27	2.50	34.77	5.0000000	                        
 	10	1300	933	38.08	2.50	35.58	5.0000000	                        
 	10	7380	468	38.45	2.50	35.95	5.0000000	                        
 	10	7380	476	430.73	35.00	395.73	55.0000000	                        
 	10	7380	481	2520.35	146.00	2374.35	330.0000000	                        
 	10	7381	468	38.65	2.50	36.15	5.0000000	                        
 	10	7381	476	432.66	35.00	397.66	55.0000000	                        
 	10	7381	481	2531.97	146.00	2385.97	330.0000000	                        
 	10	7382	468	38.85	2.50	36.35	5.0000000	                        
 	10	7382	476	434.87	35.00	399.87	55.0000000	                        
 	10	7382	481	2545.20	146.00	2399.20	330.0000000	                        
 	10	7177	476	438.35	35.00	403.35	55.0000000	                        
 	10	7177	481	2566.09	146.00	2420.09	330.0000000	                        
 	10	7190	476	439.35	35.00	404.35	55.0000000	                        
 	10	7191	476	437.59	35.00	402.59	55.0000000	                        
 	10	7193	476	441.63	35.00	406.63	55.0000000	                        
 	10	7194	476	446.53	35.00	411.53	55.0000000	                        
 	10	7193	464	24.18	2.00	22.18	3.0000000	                        
 	10	7550	334	2472.10	146.00	2326.10	330.0000000	                        
 	10	7551	334	2490.32	146.00	2344.32	330.0000000	                        
 	10	7552	334	2476.30	146.00	2330.30	330.0000000	                        
 	10	7553	334	2484.68	146.00	2338.68	330.0000000	                        
 	10	7419	334	2473.49	146.00	2327.49	330.0000000	                        
 	10	7420	334	2479.07	146.00	2333.07	330.0000000	                        
 	10	7767	334	2787.72	146.00	2641.72	330.0000000	                        
 	39	7287	933	39.01	2.00	37.01	5.0000000	                        
 	39	7287	668	39.01	2.00	37.01	5.0000000	                        
 	10	7287	933	39.01	2.00	37.01	5.0000000	                        
 	10	7284	931	9.46	2.00	7.46	1.0000000	                        
 	10	7291	931	9.43	2.00	7.43	1.0000000	                        
 	10	4329	933	37.67	2.00	35.67	5.0000000	                        
 	10	7773	469	38.00	3.00	35.00	4.7800000	                        
 	10	7773	478	435.00	35.00	400.00	54.6000000	                        
 	10	7774	469	38.00	3.00	35.00	4.7600000	                        
 	10	7774	478	435.00	35.00	400.00	54.4000000	                        
 	10	7775	469	38.00	3.00	35.00	4.7400000	                        
 	10	7775	478	435.00	35.00	400.00	54.1000000	                        
 	10	7776	469	38.00	3.00	35.00	4.7200000	                        
 	10	7776	478	435.00	35.00	400.00	53.9000000	                        
 	10	7777	469	38.00	3.00	35.00	4.7000000	                        
 	10	7777	478	435.00	35.00	400.00	53.7000000	                        
 	10	7778	469	38.00	3.00	35.00	4.6800000	                        
 	10	7778	478	435.00	35.00	400.00	53.7600000	                        
 	10	7384	468	39.58	3.00	36.58	5.0000000	                        
 	10	7384	476	437.35	35.00	402.35	55.0000000	                        
 	10	7384	481	2560.08	146.00	2414.08	330.0000000	                        
 	10	7391	468	39.20	3.00	36.20	5.0000000	                        
 	10	7391	476	434.87	35.00	399.87	55.0000000	                        
 	10	7391	481	2545.20	146.00	2399.20	330.0000000	                        
 	10	7385	476	437.35	35.00	402.35	55.0000000	                        
 	10	7385	481	2560.00	146.00	2414.00	330.0000000	                        
 	10	7386	476	443.42	35.00	408.42	55.0000000	                        
 	10	7386	481	2596.55	146.00	2450.55	330.0000000	                        
 	10	7392	476	443.42	35.00	408.42	55.0000000	                        
 	10	7392	481	2551.14	146.00	2405.14	330.0000000	                        
 	10	7393	481	2549.65	146.00	2403.65	330.0000000	                        
 	10	7545	096	24.53	2.00	22.53	3.1700000	                        
